"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41"
1,29.2422632190443,44.8478108269085,50.0177527874467,56.9517328552567,58.5524931334347,77.2255213168169,138.445791775406,165.66835371314,114.118415277324,75.5811014373723,49.3254221517818,39.0974414541674,55.0932429688376,72.1916732360494,134.7185871534,215.438736939402,200.004289131342,115.610805355309,66.4058799403606,42.5548382204228,26.3882607220418,21.1310771187139,18.9260212416813,20.0435876894951,20.2456749646288,19.7671839139258,18.2067583554436,19.3934508803643,19.9261158008279,17.3135127370803,18.7833449916465,18.4254369311717,17.6366807996529,18.5308381899935,19.1109305917367,17.4958682754683,10.5212219307288,5.92089191960593,3.52200415477092,1.78851492908701
1,25.5221705484552,38.2989273521883,52.9173494070069,63.7916305523257,66.1785595428724,91.6822986171612,132.391198807209,117.714336725629,79.9492397169366,55.1778103338055,37.1673272371629,35.696082325727,45.0869698028428,74.150426369058,172.118467080773,270.748156945667,222.59377917519,104.498162848141,63.5733472517363,42.2047834664226,26.9900391410866,21.3253355052021,18.8571956311435,15.7415304168329,17.8337472066364,16.6069431448924,13.7294809167294,14.2906853572306,13.539669444499,11.0661388639671,10.5157459669363,11.9005694691745,12.5686409373472,17.3762845091138,20.4199752629387,16.0886740995396,9.63870503387153,6.26861799860442,3.4171969107605,1.60315900178582
1,28.1314074460611,39.3176014418149,47.741934387378,57.5976053732479,62.4327021551076,74.5588839072913,104.092822012286,118.930681737768,100.112954616234,80.6434848225567,53.7257944188361,48.9946155702797,56.7421221439484,74.9242851756112,159.91010431266,247.732609963646,220.354956667804,134.384203614732,92.6385183944178,55.1122081096041,36.846374661468,29.415862049628,26.5135310058749,21.5785428668732,18.4093357331104,16.6057622093423,16.2206100857323,16.1820931974728,15.1559839977149,12.8947715417868,12.4618208231577,12.9142987795134,13.2787133116057,15.4083338349126,18.764019983646,17.2378577980354,11.4084996074348,6.42941236003854,3.54008995231587,1.92114862451139
1,24.4972179886458,41.0655824860498,45.3911683662987,61.609617263361,76.9266631585449,110.524805625498,179.895262351573,175.958523698506,112.788688092451,75.3906854602666,44.8841161211467,44.3319088279492,61.3997548110245,91.2612225383391,171.397578575759,241.926281576163,183.086906242661,105.239686531603,65.8138838152364,40.5078854715695,27.8199714229368,20.0320190456717,16.2156406197808,15.5163115571724,17.5017059582425,17.4250278303214,19.5579704727493,19.9655809520529,18.4910129798484,17.0493708428955,16.0278713303912,15.1120608371669,14.867080033346,21.5049632865561,24.2273262354455,20.6118305675257,12.1881103935106,7.20643700539465,3.81579284319971,2.00804456603231
1,18.9470147517999,30.9282676492362,45.7517982908969,48.3251192431059,60.5318720379668,84.9439245567674,99.6797031990279,96.7719600500386,62.064237666921,41.7357078963357,36.5834980982861,35.9458484833963,53.6978984945644,81.2996408291445,136.979039443249,206.77073045803,173.433202271694,106.98679255538,68.8912603131421,34.8899684205799,23.5307958448357,18.9763376172493,17.0565806082308,16.1587484012124,15.5291506778672,14.5139519861491,13.8407104513555,15.5580138839504,14.0455225877813,11.8234075778567,13.265459746749,15.8477865170896,18.6857167752609,23.2246956144926,21.7716582699485,18.4837021146616,10.5995602090155,5.35571513304028,2.54260972509117,1.10420574750993
1,18.3546465156875,28.9315407557078,40.7534634286022,56.4527623692562,64.7398462221974,98.0510946570806,125.46338814889,102.090918413396,67.409694135807,44.5213334933553,35.3760577222764,36.132858029901,46.488806524366,72.3302965635889,158.28865153598,277.754380150003,227.661959566929,110.274395040875,64.1542417709445,38.1590558112339,25.0335237181727,16.6642425692267,15.2697518798103,17.1037840060527,17.7551655195737,16.131947924211,16.7083799632738,18.4367036920353,16.9859667449907,13.7199697754688,13.7208057909809,14.0770103638991,13.7466355484102,18.1775101766074,20.6560980301944,15.4171462252292,9.34537066985135,5.76288125946114,3.47446532049556,1.5296923659755
1,25.2210335769047,40.2015532403097,51.8929154435491,53.7156617121651,66.7039315102735,102.423636601969,163.100478449643,188.313074537182,100.733913001088,60.3131511343363,43.9006320441174,40.8665396414738,55.3963850414328,84.5695010284401,155.994494321057,248.821525785488,195.60541013199,98.7261904275949,56.8847849426024,38.3789801202598,30.6167390087001,21.8963904468534,19.4686651811108,19.4830714770644,18.0877710784713,15.8244964341054,15.3670013473136,16.5717528756814,16.1564457899594,14.9297687424019,15.230641078141,13.2077326025087,12.3106929885535,15.7461398184992,22.3356308269932,21.180426413479,13.5902782216078,7.32941820704032,3.83789258199812,1.69448494098254
1,32.9801935580383,39.7122072882868,44.6361445892361,48.7314583025805,62.5246428524749,100.12243463302,160.354770683456,148.788142313409,100.398596274427,56.3323112976661,41.7860174259407,36.1364352366264,46.7412011849015,90.1264473113655,154.505741492058,204.412513041189,190.568427586316,137.547287019494,79.5888853496872,48.0129862406596,33.547252796462,23.148380586957,16.2242533448644,17.4877749284415,20.0830394551055,20.7683370800961,18.0076079375762,16.8903629085207,16.1749370504119,13.7217275228146,14.3484793146485,14.161064825523,13.4043494080137,14.3828069819848,19.9537398977134,19.1052559405211,12.6154613638127,6.52669827346006,3.26990707677192,1.58137275474479
1,27.7945232223687,43.2925774832567,49.925282035853,56.2510023446311,71.3078526279993,99.2737424542746,142.167569153748,138.655470273019,89.7184286067422,50.3384389119701,42.4730085073047,39.0171516632757,46.4927151851024,78.1912435904452,165.420164120251,279.778506303812,216.720747947835,102.363258907452,69.0837696296903,46.6291373001823,30.7065209429993,21.4721084676283,18.7575035650163,21.8736340587287,20.9420131150525,17.5504454193775,15.3539671963661,16.3726140115887,15.4356833452608,14.6741635974227,16.1775617262734,16.0618401776561,15.1420120426743,18.1009951405495,23.357926573313,20.869103299602,13.5537129944824,7.71144389293782,4.51441983472562,2.11623043360275
1,26.1799252400654,36.3139544633592,41.9814722904488,55.9419625429285,66.2988963076837,78.0096337846471,117.699626380185,137.01786246287,100.465728204725,60.7807116881642,43.9441549183977,41.8828884413393,60.9145367179642,83.894121290729,142.485554071334,220.126416744123,199.452229313153,120.9523397134,77.159403368505,52.2411345864301,34.7440360918575,23.1067255972704,18.7234061971702,16.6778519755512,14.9328359159532,16.8342362705375,20.5166085172347,21.382648952566,18.8244998123339,17.4705947240382,14.2368336637735,11.392192933278,14.2895747828277,17.7402292137731,21.3435724670919,17.9961679333818,11.3154453707092,6.62934752520266,3.59434677825586,1.7313263233901
1,24.2650043811862,36.8807374401811,40.4020371498264,49.9030021362223,65.4321106290558,78.4801058201409,125.088595022434,132.033085086979,86.2329631862408,65.7173141291069,54.3110407377998,49.9348380626636,58.5564528438107,83.2665442430621,149.529852526416,207.090345750329,184.883298373833,118.772576115807,84.0307716310551,60.7938082093748,38.6216044369239,26.1981082261351,19.529276944337,16.2128853153359,17.059536582305,17.87529457378,18.9566003484196,21.5987723527635,19.5807697128053,17.6288986499794,17.0987554825083,16.3981275692716,17.2373054566158,23.6961399667476,28.3611605302608,22.0276861438809,12.4296725914444,6.72937907098127,3.34340172639654,1.77041375343823
1,21.2793658225064,32.7431127451092,41.4658784860093,53.8078786816025,63.4886039835779,83.6276895110743,125.311842548972,151.425722653453,103.952748914018,58.069977953216,42.0634770966895,36.0071174419924,55.6410330949082,85.8181911881084,134.274506390873,188.138832827645,159.911316015538,92.207029250085,63.5901936344444,41.8702534119873,32.8301292859181,24.4204828173455,19.1180371310633,17.6424857134378,15.5370604195169,16.0207334831188,18.0873993037068,20.3397956822227,19.1202191533921,15.5007386194092,14.4989800472452,13.8524645300315,13.4471996594123,18.2725977981342,26.4056253196247,21.215845884259,11.5491389628711,7.08247547614746,3.71724792490623,1.856350226498
1,16.2819359191075,23.1563993754773,34.7613747187134,35.2052869597195,31.5350852542797,43.432212638104,55.5999616643094,63.1270216443315,57.6867521408038,37.7102750152441,23.8980723358464,19.8199405682289,19.0169431756091,26.6488910666718,41.3868225028671,70.5758398279434,66.881445430614,39.7820824694589,28.5215777387207,17.9081714124384,12.4052331455142,9.0552840955884,9.17788438615339,9.00999277363907,8.09778399582819,6.86589608011798,6.79367846834304,7.33919742149524,6.35183195839814,6.27103671665125,6.93878088266318,6.74820545189313,6.51884040311255,6.38252747813142,7.16596206978466,6.27800564594524,3.39592387675031,1.61398580853639,1.00064609211197,0.539355982203512
1,30.0805747812824,50.3062525885062,57.0244997079926,65.7628653989592,63.2583396159336,83.4239779614037,120.211795905647,140.5497001488,124.745045041714,91.7802911706848,56.969534349669,45.7914418445523,60.7585713366469,93.2134330059647,146.851448708098,212.318645845101,191.467596053844,123.41482786888,85.6225018840539,55.5959768767449,37.1798974185134,25.8312389822735,21.7912638685197,18.860045665821,18.0649589067599,18.0379128609629,16.3395218080478,19.0048299959598,19.4386416707211,17.4476549667596,14.5720863124257,14.7866189043397,14.9387021875065,15.359796030499,17.154449686427,16.0349771664716,10.771713696276,5.87873006568269,2.99516274058866,1.54402698526419
1,28.6025280166852,37.0051903266328,40.1788106804187,52.99377722457,63.6050820033432,80.8978503912455,113.744708491844,136.132387456822,96.4181923622053,60.463626302084,51.7265813794319,49.7708354751444,62.7772152919186,88.3202308253923,171.719607014369,239.683816295363,177.034585763035,108.81488703232,71.5269989264116,44.7480511600424,33.5033203067118,25.9911244559612,17.8406639979644,16.3318254683206,16.2247897347786,15.1822295760467,17.6240505016059,21.5041551299566,19.1379498500228,15.7297376234461,15.9413150875056,14.444096731468,13.3554243769864,16.1846694963031,17.803356266077,15.7148987369837,11.2420969997127,6.09761485627414,3.57717333526182,1.94319552539151
1,25.5221705484552,38.2989273521883,52.9173494070069,63.7916305523257,66.1785595428724,91.6822986171612,132.391198807209,117.714336725629,79.9492397169366,55.1778103338055,37.1673272371629,35.696082325727,45.0869698028428,74.150426369058,172.118467080773,270.748156945667,222.59377917519,104.498162848141,63.5733472517363,42.2047834664226,26.9900391410866,21.3253355052021,18.8571956311435,15.7415304168329,17.8337472066364,16.6069431448924,13.7294809167294,14.2906853572306,13.539669444499,11.0661388639671,10.5157459669363,11.9005694691745,12.5686409373472,17.3762845091138,20.4199752629387,16.0886740995396,9.63870503387153,6.26861799860442,3.4171969107605,1.60315900178582
1,24.3073775616734,40.6326016190664,45.2242424121575,61.5853133382451,76.6719735006648,110.615306793439,179.491678079848,175.795138569702,113.424220916861,75.7760602005605,45.1041659009394,44.5500610131333,61.4960449030489,91.0248177058291,170.834955369286,241.074312248521,183.268684731922,104.81056048008,65.4700389172301,40.7706441233685,27.7156301316565,19.9885748039793,16.2702189070617,15.5501773953028,17.4117962594551,17.4833495946603,19.5031539253194,20.0947726992377,18.5715207716378,17.0560366213635,16.0194056757789,15.073846084879,14.9348654196346,21.4892615534579,24.1302026804057,20.6589827055148,12.1792427535757,7.20930728390012,3.83420693349158,1.99570204884535
1,17.6171786835777,28.5900453954458,40.1411578311921,56.4399329599742,64.2472446208401,97.1101462461531,124.245577014088,99.9172874506883,65.5149757062487,43.5488621772436,34.5110707106541,36.4730748071309,46.5130119287219,72.1591681425054,156.767101200383,277.62648982663,229.564097878215,109.89270276047,64.9237535170609,37.8054635668766,24.5277454980608,16.2534753422105,15.1751828050197,16.8316983560254,17.6122895946721,16.0655616911558,16.7814327595291,18.5069244720182,16.9854278274116,13.4876965730709,13.5200633415615,13.8800246291275,13.6838429791338,18.134203898019,20.5524039228905,15.1935593421251,9.35714955810744,5.71818292853903,3.44857272743356,1.53025149888176
1,24.6438805498409,39.7594022821474,51.6302774144103,53.4945862112592,66.7319166095582,102.07673192433,162.700586602558,187.73987092166,99.783856769203,60.1295072744981,43.4455777934552,40.7070852194492,55.5377823738936,84.4711023898285,156.360795959353,248.426636540766,195.554239754269,98.4649216056127,56.7178276294971,38.1929354219928,30.2132648017749,21.9356968235682,19.4067354201315,19.5880592294942,18.017736522562,15.74647579229,15.3649589617779,16.6019585983531,16.1728395624842,14.9297084265034,15.327315269165,13.2424305383598,12.2569400558774,15.8053695442547,22.2987770777704,21.1323008372119,13.5895057953035,7.29608032159976,3.83294890706247,1.67158370692467
1,31.0171616375067,38.2424291783126,42.9222959950893,47.1059275591059,60.7208494088086,98.2404408143364,154.689114937511,139.233946198957,90.9393725374246,50.6501040414659,40.2958195282056,35.5774801195707,45.6471255576123,89.3667613746912,154.083832553907,202.103336971814,188.412075238286,135.773696506006,77.0988618808501,45.0247799805268,32.0229689499996,21.9916336990987,15.7254721104693,16.982131301123,19.7293880947836,20.2785064328752,17.8789527928489,16.6401494528982,15.7608592798268,13.6456906538077,14.0358457530813,13.8509851785036,12.9687558255117,14.18188842567,19.5670193694891,18.8727945197954,12.4355801831924,6.48004211990468,3.16804477400054,1.58134066541917
1,28.1677517483779,43.2364713121775,49.8793150931271,56.2084079358654,71.5960050252039,99.0047317113326,142.01504301788,138.272224990557,89.480282900998,50.871162180004,42.3178799468684,38.1887120281901,46.6627651387333,78.068471875986,165.266146815137,280.344942840397,216.249934627646,101.383519193219,69.0369136116248,46.6275592096975,30.6507486203513,21.3553023600327,18.6048658446094,21.9104813367179,20.955349139627,17.5904509300262,15.498717403747,16.4192771689913,15.4047411156651,14.7687677284956,16.0441259784826,15.8922566440587,15.2130419908622,18.1160537969587,23.3283205755959,20.8199839380536,13.5185498885478,7.74257482673281,4.49564729285987,2.11392537593627
1,35.5552632235508,57.4511848826292,60.6400536340425,71.2959272330543,90.7010755217689,115.037254460333,168.088998346313,171.128747273021,112.254371272586,68.9435070491144,49.9667740941267,45.1956169123441,69.5225025104565,104.694754280739,190.743567654231,265.5983662706,217.919081303508,129.952909696039,73.9236902380415,48.4834476065851,30.5741989981903,25.4433046139295,26.2529179787318,22.2548296337724,19.0080224156045,19.0360412142385,17.5739763798626,16.8421665426753,16.268197011601,17.9779454060837,18.6330627201129,18.5826824641633,16.3092089115499,14.0957914338438,14.5469507736932,16.7782453838404,13.3515951676003,7.33769976204666,4.00133353893686,2.09484789696835
1,26.2518443027341,41.3555754394773,47.9170900493536,60.6406613584302,75.4099372917594,117.579516261526,156.47443046264,127.000362236055,84.0204408342406,46.8249391001111,30.1068966453047,30.188325433656,44.2246582344443,85.4140504608335,147.543752531989,214.392753056749,203.189684118304,112.706822586351,58.8654830099772,30.5606620199967,20.5983567701881,15.6048559706014,13.2439952169469,12.6913056936124,14.1410702147893,17.7264183784104,20.586602213152,18.6345084482357,16.2036621528541,14.6308538121699,14.0569078208372,12.2843160846487,10.3276653387247,11.1602094969483,13.4163100333072,13.0479694942528,9.34125096430137,5.53935887387124,3.02630667369999,1.38033798934655
1,24.7382269623037,42.8271170576898,51.8423529306146,57.4158810285334,62.7455442952187,94.826975981111,133.471210890509,128.533945381806,83.9168370527567,47.0838811155212,35.2217961990902,35.6063321584566,51.1347010386895,81.829794664284,137.732849891839,212.889866291157,190.748079736707,117.864700469763,62.293723902855,36.3821588089259,24.9672675458461,18.0014455013503,17.6326949993678,14.5110336668531,13.4344184815262,15.4753466245064,17.6395727835316,20.3407401125935,21.1056278675998,18.9690933114172,14.5027840901437,13.0069010271967,10.2254140737781,12.2100575065058,15.3142046468204,14.1831686806312,8.83686429811479,5.50697495102731,3.21872858485275,1.5554460316174
1,22.0863105689008,35.2099334902876,40.6100579188947,41.9049564941011,46.9975660608971,58.901403059788,93.4324213706152,122.34163133867,99.3916233585566,67.0849217463446,47.904189581703,42.3004036959549,49.2844568229919,71.0486445922632,153.744098571763,276.773654514435,226.378475463982,116.414881130088,74.6501740228039,43.251633698524,28.9739162577722,23.0706742554116,18.7231114119185,18.4145995658256,18.3874602253855,16.8503487315747,14.0744074905554,13.5493105376624,14.4996476926732,13.0554200933415,11.4003030172584,11.7817053584047,11.8919528298531,12.939970642449,15.0953956077816,15.3040643799641,10.9715226827405,5.89289187675402,3.61062897423671,1.91987927074556
1,22.866239703101,34.2802679327454,40.8675386034746,52.73730864218,57.3688887098444,63.1844854211114,90.327652915374,112.820296879893,100.520791407299,77.2404253014707,50.5221440168357,38.0116585366163,47.1793640502759,62.609139585965,120.852808256985,203.102440590456,205.460370301166,114.942798060094,64.3131563427853,40.4411912378434,25.0313267712279,22.293635393248,18.0998943098654,16.5442424765497,16.9722876276934,14.2303723108369,13.401673935018,13.2473908496625,12.4735773491265,10.8281019671151,10.9234373636818,11.4442447498121,11.7276487605234,13.1902726357305,14.4080504085943,15.1342936035365,9.63856868007081,5.32194877143471,2.69811193744647,1.51374502717517
1,23.9885377322792,34.8870833178417,43.5321462854051,66.0297111062553,86.0517890417485,119.022544987832,162.398221206326,148.09914002006,88.3259358201765,51.2213406068248,37.3092394994097,39.4985925722856,55.4663899852697,77.5853839961255,135.518840351696,221.484140031016,195.274931735266,115.578146782248,58.2446056496455,33.598037883372,21.2653784950573,17.3546078405834,17.2035973735184,15.2212296476993,16.0469676547663,17.5320769268701,18.7701377626761,22.7431159838604,21.9439192347753,19.4965106315227,18.5069701432332,15.9448107478775,13.9365870264451,13.7339803086116,16.5375450901433,16.027359696334,10.7827613375011,5.67004980459421,3.01163256598793,1.55994893016028
1,29.2362490728761,39.7270008432833,47.7558923765413,63.1313993152178,67.9173219141892,93.2484120941318,141.161083889005,164.142121942477,125.218653011034,77.4867895306018,54.6580808658157,44.9300557379104,53.5465640137014,88.5341988694686,159.343110653376,226.477846748218,183.693831049223,122.324344253317,91.5616994236019,61.2120375788381,44.3075552735576,29.401169747183,22.7279816466843,20.0254748908522,17.208036602808,15.6527518841,15.7275177774534,16.7470950311429,17.0268498840938,16.838047881377,17.0751959148485,19.0326749384422,16.0744354267176,13.2479725665801,14.7552070125101,13.2856957868956,9.53967547756167,5.71176981668165,3.05035339246459,1.64835484714913
1,26.0507051336298,38.5644313463233,47.4389802866393,50.7753804005995,53.6470902072074,92.2628813656292,135.635644057912,124.591889533009,83.8551564980378,50.8865783812452,39.8588513313883,41.3903854705778,59.9079319262143,99.8481701558107,187.554528101284,248.939235845433,199.686192713699,119.068091475685,67.9286456314309,41.6732763715241,27.2030465439178,18.3964784420509,16.925108085238,16.1991705053815,15.3844690343111,14.4151998389343,17.8024253695852,20.6590897310501,18.7770002717594,14.0648869482235,12.7723111895909,13.7758186747705,13.9544936544762,17.5519194434598,23.1616837687049,19.9390438953835,12.0143322077358,6.22997128431971,3.20976681061698,1.77762099788191
1,24.3664338246691,37.3741933956117,44.8262218556698,60.0225043576711,58.3545162560193,74.6650557544417,112.34244372886,117.683515095027,83.7005292263703,45.0039178139739,37.3791005160192,42.1990428165356,57.411790222715,82.7901839325052,170.810896675814,275.899101159953,220.207611725153,117.144371722687,71.4017770975447,45.9085709499643,32.6184234761669,25.0644949554841,19.1267155668503,18.0468499639627,16.8756280516109,15.9914965619961,15.9052612223631,16.7523627046448,15.0039441635799,13.6959177302093,13.4058036393745,11.8893980188352,15.179304932983,20.4489397035579,21.0702715092619,15.8592287826645,10.8400841334961,6.85967910081004,3.3114075878191,1.6939258175898
1,29.324386641956,44.3023087775904,48.0817340804405,53.4149964981687,66.4456240917107,89.2611772579254,124.361533215798,137.241367174088,104.904315390806,64.5940190640201,44.638470721951,44.8968902718306,55.4894723464292,93.1969989452458,178.834246050084,263.194127634416,187.88332548463,108.060829299205,79.976356742449,60.38114513984,38.3621976851687,26.5496740643274,21.5115758407602,19.4915094527329,16.8850131365656,15.610923554147,15.6553570227375,17.1682260437489,17.4341337729035,15.7012240983635,17.0248640884366,19.470163240787,16.2531536381834,12.2361512124956,13.9310936071304,13.8083298605803,9.66437833455584,6.33336195773235,3.48748876469444,1.58353840828217
1,27.8321507641271,44.2233576972319,59.5558516876717,75.9678126025176,79.6470081673106,105.673043837398,147.911283406014,156.182716592867,111.504133971862,68.5066261814208,51.8641293055673,52.7828955677036,65.9090206037245,97.5954069659128,163.816317034005,201.075138890418,176.781931459202,139.628475190249,93.8021604142908,61.7715958279138,38.4166550306982,26.7349184438265,19.0563769962458,18.4862700766183,17.1501508959415,16.9909310427668,14.9641622613076,16.6349700687871,18.6060610057354,16.2364356379062,14.6493558826096,15.3379101415565,13.829589697721,12.2552403135748,15.6719702850182,15.1228426748522,10.5840958998562,6.81690578785688,3.7943807272762,2.01268488753977
1,25.3747804411916,38.3318593174534,46.7373895305484,57.087704881601,69.2686381357399,85.7011176011965,116.899606473938,151.505723534703,108.758677832621,68.3183390783126,47.0822115511456,42.5288715549243,64.3903801068433,108.044644929891,196.766672663868,263.766133599617,192.493772998301,117.749191770106,87.9562697371894,52.2232375307284,34.1615821780485,25.0732835771469,19.94830304626,17.8723393106248,15.2285073047144,13.6250678004694,14.1537339138565,15.0453935150988,14.7742493464124,14.3295501792456,15.2745662622472,15.4219293764023,13.3268812735812,11.8761967358548,15.2581274639592,14.757889774149,11.2764590149371,6.61737902354716,4.00849418769102,2.03803073889703
