1,2.8504,1.8176,27.535,169.75,113.56,37.647,56.941,88.492,106.1,108.25,101.73,89.341,76.95,68.127,59.179,50.463,44.342,37.674,33.119,31.476,29.892,27.614,26.987,22.771,20.934,19.444,18.27,17.358,18.32,16.538,15.535,14.899,14.907,15.035,18.116,15.532,12.291,11.163,10.993,12.377
1,2.9628,1.1945,25.877,183.29,135.49,42.817,66.26,120.82,158.71,155.63,123.15,85.154,58.749,44.919,34.612,27.366,24.624,21.622,20.747,21.823,23.493,24.881,28.991,28.141,29.651,30.324,30.58,30.268,31.626,29.72,28.381,27.526,27.484,27.015,30.13,26.825,23.447,22.025,21.942,23.507
4,0.00057945,0.00061737,0.006255,0.014764,0.015462,0.03774,0.095846,0.17359,0.25098,0.29676,0.30225,0.28512,0.27478,0.29493,0.33534,0.37459,0.39545,0.38475,0.34204,0.29746,0.25187,0.21135,0.18089,0.16184,0.14617,0.13278,0.12128,0.11107,0.10329,0.097758,0.093642,0.093664,0.095016,0.095471,0.095168,0.096569,0.097687,0.099049,0.10256,0.10737
2,0.0032878,0.0070332,0.036667,0.12613,0.090023,0.092059,0.13983,0.20873,0.25711,0.27163,0.26327,0.23388,0.19029,0.15308,0.1284,0.11851,0.12198,0.13425,0.15452,0.18312,0.21481,0.24167,0.26086,0.26797,0.26212,0.24312,0.21693,0.18697,0.15739,0.13044,0.10499,0.089402,0.077084,0.065523,0.05784,0.053572,0.043752,0.039515,0.036871,0.036243
1,2.8038,1.0097,24.229,178.02,125.91,33.111,48.23,87.946,115.02,106.88,76.468,47.063,29.255,22.385,20.114,19.798,21.367,19.58,18.293,17.815,17.311,16.387,18.518,15.384,15.283,15.127,15.105,14.805,16.029,15.304,15.102,14.922,15.697,15.923,18.43,17.592,14.495,13.537,13.62,14.876
1,2.8053,1.103,27.381,166.73,106.07,43.477,86.815,148.29,170.36,131.88,82.16,52.732,40.029,33.968,29.323,26.657,27.218,25.582,24.625,24.463,23.922,22.557,23.589,19.557,18.118,16.596,15.299,13.798,14.021,12.811,12.173,11.898,13.106,14.412,18.343,17.783,16.568,17.377,19.092,21.837
1,3.1564,1.0239,29.124,194.95,137.18,46.488,58.401,94.376,122.77,122.58,103.66,84.088,70.586,62.25,54.255,46.792,41.866,35.03,30.055,28.232,27.218,26.378,28.211,25.038,24.497,23.554,22.589,21.446,22.084,20.054,18.454,17.157,16.773,15.745,19.831,15.433,11.794,10.352,10.26,11.778
2,0.0087054,0.023925,0.055965,0.19847,0.68687,0.89837,0.89414,0.84312,0.67741,0.66777,0.79702,0.86383,0.79418,0.6399,0.47625,0.3693,0.32212,0.30714,0.29519,0.2906,0.27792,0.26082,0.24058,0.2246,0.20798,0.19367,0.18468,0.178,0.1728,0.17612,0.16563,0.16431,0.16943,0.17552,0.17396,0.16902,0.16979,0.16912,0.16612,0.16123
4,2.3975,2.4688,39.492,65.511,48.697,94.022,209.1,287.67,270.29,210.14,161.87,121.36,91.643,78.124,73.148,72.429,73.697,75.072,76.253,80.742,84.294,85.771,85.086,81.306,75.161,67.383,59.25,52.057,46.973,40.829,36.09,34.012,33.768,34.109,32.605,33.474,32.414,30.892,31.089,31.074
2,0.018119,0.0054587,0.19823,0.74351,0.62176,0.81435,1.9093,3.3992,4.7675,5.4878,5.6635,5.7183,6.0566,6.807,7.6957,8.4663,9.0974,9.4956,9.6842,10.182,10.884,11.67,12.536,13.343,14.014,14.416,14.696,14.927,15.155,15.34,15.372,15.675,15.807,15.764,15.504,15.292,14.881,14.366,14.008,13.663
3,0.060076,0.022902,0.48128,3.4496,2.4714,2.1282,4.7069,7.4271,8.3043,7.1193,6.0019,6.2853,8.0954,10.967,14.3,17.261,19.519,20.249,19.165,17.326,14.664,11.633,8.851,6.625,4.8318,3.5681,2.7175,2.1289,1.738,1.4514,1.2208,1.0899,1.0224,0.93797,0.95829,0.82498,0.74354,0.69877,0.68645,0.68776
1,3.4006,1.1408,32.922,208.81,127.7,42.192,75.398,132.98,165.24,149.84,110.16,73.079,50.533,40.498,34.323,30.199,29.46,26.304,24.871,24.777,24.499,23.188,25.07,20.398,19.545,18.951,18.967,19.019,21.107,21.791,22.749,23.832,26.058,27.995,31.463,31.609,28.341,27.457,27.635,28.949
4,0.0087324,0.011511,0.11854,0.24869,0.15746,0.34582,1.0041,1.853,2.2629,2.1188,1.87,1.6872,1.5934,1.6336,1.7548,1.8905,2.0023,2.063,2.0805,2.1648,2.2564,2.3008,2.2793,2.1772,1.9744,1.7086,1.4345,1.1793,0.97293,0.81332,0.68514,0.62729,0.59115,0.55951,0.52908,0.52569,0.51946,0.51751,0.52635,0.53764
1,2.8643,1.6171,26.493,168.17,124.02,42.951,63.516,131.78,202,210.26,162.08,108.5,74.47,57.6,46.962,41.532,40.12,36.267,31.833,28.423,25.435,22.614,23.464,21.592,22.917,24.399,26,26.934,28.844,27.582,26.608,24.853,24.308,22.652,23.445,20.446,17.006,15.408,14.901,15.932
2,0.0038811,0.0036332,0.038143,0.075111,0.099049,0.29822,0.91671,1.779,2.4169,2.6121,2.4829,2.1006,1.5869,1.1439,0.78959,0.56887,0.43187,0.34424,0.27624,0.24543,0.23221,0.22231,0.218,0.21384,0.20649,0.19412,0.18011,0.16427,0.14983,0.13794,0.12536,0.1147,0.11405,0.11282,0.10148,0.10055,0.09953,0.095976,0.096617,0.095546
1,3.8195,0.9576,40.758,232.05,127.54,35.846,55.711,94.518,114.13,96.98,64.66,39.152,26.22,20.898,17.337,14.977,16.185,14.872,15.298,16.43,17.007,16.672,18.615,15.096,14.378,13.482,12.552,11.585,12.504,10.961,10.546,10.3,11.564,12.575,20.615,18.373,14.268,13.932,14.822,16.944
4,6.3505e-05,0.00013861,0.00079464,0.0017066,0.0018941,0.002776,0.0058367,0.009328,0.011656,0.012985,0.013923,0.014133,0.013219,0.011876,0.011108,0.011852,0.014474,0.018889,0.025119,0.033377,0.043041,0.052524,0.060833,0.066448,0.068855,0.067407,0.063255,0.057288,0.050677,0.043998,0.037403,0.033424,0.029706,0.026504,0.024114,0.022697,0.021542,0.020689,0.020388,0.020254
4,1.5411,1.7067,21.327,35.428,32.992,94.883,276.19,469.88,477.5,336.85,200.08,108.65,63.101,45.769,36.227,30.645,27.555,25.627,24.102,24.042,24.192,23.309,22.92,21.962,21.274,20.341,19.339,18.7,17.967,17.559,16.187,14.541,15.819,16.536,14.017,14.3,13.567,12.536,12.9,11.971
4,0.0087992,0.012493,0.11646,0.2412,0.20829,0.38985,0.98612,1.6886,2.1243,2.1704,1.951,1.6698,1.4856,1.4572,1.484,1.4994,1.48,1.428,1.3559,1.3501,1.3592,1.3473,1.3121,1.2599,1.191,1.1221,1.0712,1.0376,1.0195,1.0068,0.9845,0.9829,0.98898,0.9879,0.98738,1.0154,1.0505,1.0953,1.1663,1.2498
2,0.091652,0.36418,1.3209,1.2197,0.9903,0.98105,1.1466,0.95011,0.92653,0.83899,0.5871,0.32417,0.15517,0.087877,0.061582,0.039999,0.053764,0.044368,0.06904,0.065265,0.07351,0.08518,0.10797,0.12943,0.09778,0.093028,0.14191,0.093543,0.091142,0.069937,0.050747,0.040726,0.055581,0.068033,0.075151,0.089617,0.16702,0.25884,0.16195,0.090003
4,1.5652,1.3826,21.726,38.148,42.664,134.47,293.35,333.32,236.44,135,89.77,67.161,49.385,36.25,27.859,24.332,24.194,25.582,27.782,31.572,34.849,37.332,38.89,38.929,37.995,36.431,34.011,32.134,30.777,28.744,25.668,23.889,22.878,22.182,19.872,19.414,17.412,15.69,15.355,14.724
1,3.7436,1.1202,40.89,227.44,125.95,27.051,22.798,31.314,37.441,36.879,32.318,25.51,19.685,16.552,14.669,13.499,14.995,13.032,12.504,12.895,12.995,12.99,15.203,12.699,12.831,12.923,12.875,13.011,14.792,14.258,14.404,15.001,16.215,17.69,27.24,22.373,18.851,18.429,19.062,21.012
2,0.0046453,0.0008641,0.047123,0.26949,0.16893,0.087755,0.16366,0.2554,0.33154,0.38366,0.41192,0.41763,0.41896,0.43647,0.4648,0.49723,0.53581,0.56727,0.59162,0.63,0.66942,0.70321,0.73849,0.76658,0.79534,0.81698,0.83913,0.8643,0.89514,0.92562,0.95297,1.0025,1.0544,1.1061,1.1557,1.2074,1.2452,1.2743,1.3048,1.3241
1,3.2748,0.93841,29.133,212.83,135,28.308,35.7,75.575,119.01,129.11,103,67.766,44.206,34.25,28.767,26.061,27.181,25.003,23.389,22.134,20.557,18.599,20.333,16.512,16.286,15.904,15.471,14.629,15.421,14.254,13.42,13.16,13.788,14.175,20.354,17.28,13.694,12.828,13.067,14.808
2,0.00071388,0.00031627,0.0073133,0.024822,0.02579,0.037614,0.082084,0.1512,0.23642,0.3333,0.43372,0.52585,0.60642,0.6725,0.70085,0.68111,0.6339,0.58766,0.55814,0.58315,0.63609,0.69553,0.7507,0.79567,0.82996,0.85157,0.87151,0.89302,0.91571,0.93452,0.9416,0.96477,0.98169,0.99729,1.0107,1.0425,1.0758,1.1122,1.1627,1.2141
1,3.7483,1.2459,40.782,222.03,128.54,38.134,45.123,78.207,100.43,90.167,65.738,45.832,35.772,31.747,27.546,22.32,19.36,14.156,11.216,10.278,9.5835,9.087,11.377,8.7934,9.1326,9.308,9.2734,8.8698,9.816,8.9318,8.3441,7.9765,8.9546,10.146,15.433,14.829,11.098,10.894,11.819,13.92
1,2.9378,1.6715,25.841,170.98,133.33,60.737,115.94,195.2,209.7,170.29,135.34,107.6,81.348,59.961,43.011,32.706,28.754,25.227,23.858,24.523,25.19,25.245,27.523,25.667,26.458,27.351,28.465,29.572,31.807,32.01,31.341,30.573,30.324,29.86,31.103,26.865,22.931,20.767,20.17,20.709
4,0.00012566,0.00013694,0.00098328,0.0028148,0.0045856,0.012214,0.030155,0.050482,0.066708,0.075553,0.079885,0.083586,0.090054,0.10251,0.11922,0.13517,0.14685,0.14998,0.14393,0.13851,0.13343,0.12917,0.12628,0.12373,0.11825,0.10937,0.098474,0.086539,0.075228,0.06526,0.056277,0.051549,0.04729,0.042866,0.038772,0.035376,0.031608,0.027762,0.024588,0.021549
1,0.38219,0.29599,5.8761,14.24,9.5243,12.382,19.542,21.126,20.292,16.687,12.309,9.3832,8.1969,7.8669,7.4352,6.7657,6.2099,5.8374,6.0026,7.0794,8.614,10.494,12.667,14.468,16.371,17.922,19.198,20.328,21.211,21.559,21.531,21.587,21.403,20.956,20.308,19.828,18.663,17.379,16.551,15.676
3,0.22425,0.087957,0.5734,7.3373,13.7,26.225,74.541,131.29,153.39,126.47,81.793,50.336,41.906,49.148,60.726,70.389,75.575,74.08,65.669,55.726,44.291,32.571,22.78,15.873,10.763,7.5082,5.5199,4.2789,3.5709,3.0651,2.7233,2.1015,2.4419,2.2371,1.6335,1.5309,1.4345,1.3663,1.4959,1.5093
1,2.505,1.1406,25.894,145.38,85.465,37.203,73.708,124.06,148.28,135.25,101.36,67.912,50.084,45.765,42.942,38.395,34.88,30.618,28.735,29.398,29.866,28.9,28.613,24.45,21.863,19.695,18.327,17.834,19.112,19.437,20.054,20.675,22.173,22.899,27.197,23.943,21.417,20.094,19.667,19.877
3,4.5979,6.35,23.286,61.413,147.58,495.94,1507.5,3191,4790,5264.5,4778.7,4056.4,3419.6,2958.4,2488.2,2023.7,1568.5,1176.7,833.91,630.73,494.95,392.47,325.09,289.08,266.36,250.53,242.14,236.47,234.34,234.57,239.63,229.9,246.27,239.13,227.5,226.53,222.13,214.87,211.49,204.37
3,0.26771,0.084555,2.0985,15.49,11.343,12.882,25.855,30.821,26.446,16.985,9.2278,5.6859,5.4869,6.9352,9.0135,11.116,13.146,14.115,14.112,13.54,12.19,10.202,8.3437,6.3234,4.7819,3.6588,2.8141,2.1966,1.8121,1.4746,1.1668,0.94651,0.89881,0.84222,1.0858,0.71582,0.49732,0.41161,0.43586,0.50578
4,0.0028004,0.003579,0.03657,0.045366,0.056022,0.21561,0.58295,0.89385,0.95855,0.8391,0.68797,0.57626,0.50054,0.44289,0.37878,0.31731,0.26431,0.22435,0.19297,0.18063,0.17315,0.16476,0.15602,0.14833,0.14031,0.13292,0.12661,0.12312,0.12142,0.12295,0.1244,0.12802,0.13874,0.14487,0.1492,0.15751,0.16323,0.16705,0.17356,0.17794
3,0.43318,0.12596,1.5815,16.642,22.438,46.816,132.03,223.74,251.27,194.02,114.57,64.667,51.645,58.635,67.636,70.875,66.974,57.015,43.607,33.031,24.837,18.343,14.343,11.806,10.198,9.039,8.0942,7.4018,7.1137,6.7476,6.6816,6.0611,6.9731,7.3097,6.7791,6.9117,7.1061,7.3401,7.902,8.3486
1,2.5716,1.0125,21.759,163.64,122.55,28.294,31.393,64.765,100.94,111.48,94.09,67.896,48.17,38.459,33.211,31.034,31.809,30.609,29.83,29.814,28.972,26.756,26.222,21.529,19.109,16.836,15.18,13.813,14.668,12.759,12.126,11.818,12.188,12.139,16.538,13.463,10.71,9.9791,10.228,12.12
4,0.0062991,0.0097632,0.086402,0.19297,0.1609,0.28403,0.66445,1.033,1.0579,0.75912,0.47101,0.31551,0.24837,0.21761,0.19907,0.19397,0.20291,0.22046,0.24571,0.28655,0.33845,0.39834,0.47254,0.55655,0.65955,0.76911,0.88826,1.019,1.1572,1.2882,1.4068,1.5291,1.6475,1.7507,1.8177,1.8933,1.9384,1.9623,1.9934,2.0122
1,3.1957,1.1212,27.955,204.6,140.83,36.887,46.97,80.942,114.63,132.22,126.68,104.57,80.752,64.084,50.354,40.321,35.486,29.87,27.227,27.469,28.177,28.476,31.577,27.979,27.126,25.539,23.64,21.418,21.291,18.788,17.04,16.325,16.31,16.338,20.966,16.071,14.056,13.171,13.529,15.549
3,0.019191,0.0081599,0.18007,0.88709,0.60286,1.2222,2.7304,3.6484,3.8244,3.2647,2.566,2.3252,2.6198,3.1887,3.6987,3.9265,3.8766,3.5765,3.1102,2.7442,2.387,2.0209,1.6787,1.3745,1.1008,0.88633,0.73074,0.63462,0.59007,0.58902,0.6217,0.69534,0.82543,0.96936,1.1581,1.3166,1.4944,1.6681,1.837,1.9718
2,0.012182,0.0037987,0.16246,0.4782,0.38256,0.49461,1.0396,1.5731,1.8767,1.9021,1.7876,1.6629,1.6384,1.7359,1.8822,2.0571,2.3067,2.6225,2.9825,3.4379,3.8989,4.2909,4.6189,4.8469,4.9862,5.0141,4.9971,4.969,4.9624,4.9548,4.9259,5.0208,5.0813,5.0893,5.0274,4.9686,4.8238,4.6269,4.4678,4.2985
2,0.037843,0.037822,0.37505,0.93358,1.5909,3.7649,9.0005,11.432,9.2489,6.6345,4.908,3.2346,1.7982,0.9491,0.51307,0.3515,0.28973,0.23912,0.19263,0.17118,0.15737,0.13812,0.13772,0.12529,0.11565,0.11585,0.097161,0.095149,0.086873,0.11811,0.078242,0.05614,0.081964,0.093098,0.076865,0.070918,0.071997,0.055321,0.067323,0.060085
2,0.018454,0.021459,0.16299,0.60667,0.97886,1.6564,2.5212,2.6998,2.197,1.6816,1.3112,0.95641,0.70304,0.59145,0.55704,0.56351,0.59381,0.61435,0.62434,0.64892,0.67971,0.70718,0.73299,0.74692,0.74712,0.7317,0.70516,0.68313,0.654,0.63814,0.60157,0.58866,0.58608,0.57743,0.57039,0.54653,0.51292,0.48209,0.46212,0.43707
1,3.5712,0.94008,37.108,223.43,118.83,28.91,31.4,54.497,72.827,73.079,61.97,47.939,37.284,32.24,29.008,26.155,25.651,21.112,18.421,17.597,17.165,17.181,19.973,18.235,19.384,20.369,20.714,20.881,21.71,21.26,20.315,19.953,20.278,20.526,30.406,23.306,19.131,17.846,17.621,18.23
1,3.3902,1.2867,31.437,209.27,145.07,39.268,54.938,101.99,144.12,155.68,138.41,106.9,77.076,59.314,48.74,42.675,39.853,34.036,29.444,27.15,25.11,22.93,24.601,19.807,19.099,18.539,18.546,18.066,19.546,18.644,18.021,17.758,18.535,19.206,22.873,22.427,20.192,20.337,21.717,24.364
1,2.6505,1.6015,25.117,157.79,102.93,34.374,53.405,103.95,152.52,166.43,146.09,110.37,77.037,56.097,42.92,36.482,35.225,33.199,32.343,32.853,32.833,31.377,31.23,26.982,24.914,23.314,22.68,22.637,24.735,25.059,26.04,27.029,28.777,29.669,33.82,30.859,28.033,26.533,25.571,25.324
1,3.0013,1.6486,36.801,150.21,101.2,53.617,89.156,127.2,137.85,123.29,100.38,80.56,68.706,64.414,62.304,60.312,58.745,53.272,46.824,42.805,38.907,35.797,35.344,31.755,30.294,28.725,27.276,25.737,25.855,23.542,22.025,21.203,21.725,21.74,24.415,23.656,22.453,22.465,24.054,26.09
2,0.092337,0.26169,0.97538,2.3483,2.2948,4.0985,12.056,20.586,21.118,15.081,9.0867,4.8783,2.3956,1.2492,0.68315,0.45028,0.37623,0.31884,0.28556,0.27881,0.29853,0.28252,0.3113,0.31191,0.28949,0.27654,0.28322,0.25535,0.24486,0.28413,0.25004,0.20363,0.27647,0.34455,0.29332,0.28013,0.27355,0.27495,0.26904,0.23796
3,0.09372,0.027281,0.51079,5.4702,6.7862,4.5302,7.2711,9.8066,10.621,8.6871,6.1578,4.8413,4.8298,5.6097,6.7755,8.0961,9.4997,10.516,10.863,10.791,10.059,8.729,7.2415,5.7536,4.421,3.3772,2.6295,2.0972,1.8226,1.4065,1.1478,0.96535,0.848,0.715,0.57987,0.47206,0.38166,0.31616,0.31508,0.38635
2,0.031065,0.01661,0.20282,1.2246,1.6231,2.0794,5.8378,11.548,14.517,12.31,8.2451,4.9276,2.6759,1.42,0.7653,0.5452,0.48612,0.44865,0.41058,0.40127,0.41463,0.39795,0.41044,0.39458,0.37994,0.34431,0.30079,0.25084,0.21629,0.17956,0.16009,0.10111,0.1415,0.13941,0.10106,0.092829,0.088972,0.08505,0.098931,0.11141
4,0.0023383,0.0016312,0.037932,0.0715,0.033275,0.069718,0.18044,0.3179,0.39902,0.3696,0.30281,0.2645,0.24874,0.23867,0.22329,0.20462,0.18481,0.16508,0.14563,0.13738,0.13272,0.1278,0.12181,0.11415,0.10366,0.091556,0.07984,0.069644,0.062302,0.056677,0.05419,0.054027,0.0581,0.060335,0.061486,0.064436,0.064237,0.062968,0.062862,0.063052
4,0.0067663,0.0057198,0.067143,0.14798,0.21286,0.81063,1.9453,2.379,1.9864,1.5214,1.1941,0.9161,0.70289,0.58549,0.51142,0.45402,0.39776,0.34352,0.29236,0.2665,0.24961,0.23054,0.21133,0.19114,0.16768,0.1462,0.12253,0.10564,0.09221,0.088724,0.082965,0.082758,0.095543,0.10593,0.11094,0.12174,0.1308,0.13657,0.14616,0.15374
3,0.14185,0.035249,1.0948,7.6872,5.629,7.2369,16.989,25.623,29.37,24.651,16.558,11.952,12.382,16.039,20.635,24.333,26.322,25.598,22.377,18.653,14.58,10.71,7.7593,5.644,4.2211,3.3242,2.7323,2.3049,2.0117,1.7297,1.5201,1.2828,1.2382,1.0795,1.1093,0.8568,0.68029,0.575,0.5535,0.57582
2,0.0078094,0.0059147,0.10176,0.2587,0.26819,0.31365,0.78893,1.3913,1.8051,1.9158,1.7201,1.3588,0.99956,0.75019,0.56261,0.4314,0.32986,0.25008,0.18461,0.15231,0.13385,0.12053,0.11589,0.10763,0.1011,0.09186,0.081844,0.073424,0.066344,0.059624,0.053111,0.046528,0.052322,0.049882,0.048675,0.050267,0.049564,0.045058,0.047778,0.048584
4,0.022115,0.048589,0.30582,0.22974,0.56282,1.5196,3.0293,4.2971,5.3489,5.7933,5.2114,3.8845,2.3769,1.3349,0.77256,0.59188,0.54745,0.50887,0.44352,0.38167,0.32604,0.26618,0.22546,0.20489,0.17902,0.16299,0.14561,0.13064,0.11597,0.11678,0.11085,0.095888,0.11521,0.11206,0.10154,0.099388,0.10826,0.093509,0.083903,0.079496
1,3.9499,1.1945,44.702,242.16,101.95,23.424,27.816,45.31,59.694,59.492,51.131,41.44,33.027,26.532,20.741,16.71,17.193,14.629,14.151,14.661,14.971,15.155,17.069,15.483,16.141,16.88,17.094,17.514,18.805,18.488,18.059,17.889,18.45,19.126,32.621,25.465,20.428,20.377,21.312,23.057
4,4.487e-05,9.8965e-05,0.00041139,0.00089634,0.0012524,0.0029479,0.0085745,0.018346,0.025546,0.024387,0.019581,0.016163,0.015165,0.016341,0.018937,0.022528,0.027414,0.033762,0.041983,0.0529,0.06524,0.076428,0.084774,0.088243,0.085837,0.077714,0.066229,0.05325,0.041128,0.030905,0.022704,0.018835,0.01623,0.014368,0.01356,0.01357,0.013835,0.014329,0.015163,0.01616
3,0.069324,0.035349,0.40679,3.5417,2.7895,4.36,10.863,18.925,24.21,21.414,14.297,9.0322,7.3171,8.0559,9.7261,11.548,13.106,13.71,13.204,12.236,10.795,9.0955,7.6783,6.5821,5.7599,5.1288,4.6002,4.0903,3.6066,3.1511,2.7285,2.3824,2.2115,1.9829,1.9175,1.73,1.6633,1.6529,1.6955,1.7462
4,0.0087187,0.012536,0.11592,0.24931,0.19359,0.3544,0.94427,1.6886,2.0713,1.9439,1.6358,1.4119,1.321,1.3138,1.3055,1.2951,1.3138,1.3634,1.4186,1.5095,1.5752,1.589,1.5771,1.5619,1.5546,1.5618,1.5902,1.6273,1.6554,1.657,1.6085,1.5604,1.4861,1.3914,1.284,1.2061,1.1296,1.0646,1.0345,1.0201
1,2.8214,1.1867,28.877,161.91,115.49,47.413,70.943,103.87,110.93,88.084,62.39,48.278,44.935,45.16,42.717,37.45,33.191,28.265,25.901,26.986,29.618,32.976,38.722,40.173,42.778,43.313,42.03,39.023,36.261,30.878,26.055,23.001,21.422,20.658,23.434,22.011,20.464,20.761,22.414,25.514
3,0.043944,0.014632,0.33112,2.4134,1.6492,2.1134,5.0908,8.0902,9.6758,8.6111,6.2139,4.5234,4.0379,4.1734,4.239,4.0392,3.6024,2.9583,2.26,1.7842,1.439,1.1626,0.99312,0.82687,0.71555,0.62266,0.53604,0.45821,0.39872,0.34473,0.30113,0.24209,0.25293,0.22086,0.28517,0.19788,0.15419,0.13897,0.14038,0.14164
4,0.00027654,0.00017685,0.0024745,0.0073169,0.0079849,0.020267,0.0636,0.13151,0.1789,0.16888,0.13205,0.10604,0.097787,0.10284,0.11363,0.12447,0.13148,0.13202,0.12668,0.12429,0.1233,0.12221,0.12117,0.11908,0.11358,0.10462,0.094012,0.082829,0.072791,0.064376,0.057464,0.053977,0.051837,0.048615,0.044986,0.042043,0.038202,0.03401,0.030466,0.027039
4,7.3282e-05,0.0001067,0.00056252,0.001863,0.0030538,0.0064051,0.014882,0.024482,0.031871,0.036579,0.039034,0.039754,0.041438,0.047629,0.058924,0.073269,0.088822,0.10142,0.1086,0.11364,0.11556,0.11431,0.11113,0.10606,0.097359,0.085767,0.073032,0.060333,0.049403,0.040941,0.034521,0.032395,0.031268,0.030162,0.02928,0.028461,0.026898,0.024757,0.022606,0.020236
1,2.4458,1.0719,22.055,146.96,104.26,46.53,83.747,126.03,142.21,130.62,104.29,77.483,60.178,53.026,49.38,46.915,45.322,40.322,35.245,32.301,30.271,28.912,30.726,29.743,31.149,32.221,32.613,32.244,32.498,30.047,27.375,25.324,23.884,22.407,24.971,21.046,17.776,16.326,15.937,16.557
1,3.4322,1.4798,40.285,193.44,106.5,31.714,39.964,70.778,97,98.735,79.172,53.851,36.845,30.208,27.143,24.888,24.699,22.607,21.409,21.529,21.529,21.346,23.255,21.691,22.242,22.478,22.593,22.36,23.506,22.019,21.098,20.332,20.573,20.836,23.568,24.032,18.974,17.857,18.146,20.03
2,0.0034796,0.0020792,0.029291,0.073367,0.202,0.40426,0.88384,1.3825,1.5584,1.393,1.1259,0.90504,0.72512,0.57015,0.42772,0.33538,0.29216,0.28397,0.29056,0.31746,0.34809,0.36953,0.3823,0.381,0.36376,0.33061,0.28812,0.24334,0.20166,0.16967,0.14018,0.12321,0.12078,0.11613,0.11262,0.11495,0.12037,0.12563,0.1352,0.14282
4,0.0089277,0.012266,0.11284,0.21731,0.23073,0.54127,1.3833,2.174,2.4663,2.336,2.022,1.7392,1.6039,1.5998,1.6167,1.6448,1.7218,1.8326,1.9142,1.9866,1.9694,1.8505,1.6878,1.5362,1.407,1.3231,1.2858,1.2806,1.2905,1.3032,1.2943,1.303,1.3137,1.3115,1.3012,1.3192,1.3351,1.3518,1.3938,1.4419
